ACCT,DATE,DESCRIPTION,TYPE,AMOUNT,BALANCE
D32041, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 309.00
D32041, 9/5/2012, EFT, CREDIT, -249.00, 60.00
D32041, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 309.00
D32041, 10/5/2012, EFT, CREDIT, -249.00, 60.00
D32041, 10/12/2012, 2344, CREDIT, -60.00, 0.00
D32041, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D32041, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 12/4/2012, FINE: LEASE, OTHER CHARGE, 750.00, 999.00
D32041, 12/6/2012, EFT, CREDIT, -249.00, 750.00
D32041, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 999.00
D32041, 1/7/2013, EFT, CREDIT, -249.00, 750.00
D32041, 1/28/2013, WAIVE FINE, CREDIT, -750.00, 0.00
D32041, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D32041, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D32041, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D32041, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D32041, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D32041, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D32041, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32041, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D32042, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 1/17/2012, 0568, CREDIT, -249.00, 0.00
D32042, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 2/13/2012, 0088278657, CREDIT, -249.00, 0.00
D32042, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 3/15/2012, 0099908150, CREDIT, -249.00, 0.00
D32042, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 4/9/2012, 0009625770, CREDIT, -249.00, 0.00
D32042, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 5/11/2012, 0021441109, CREDIT, -249.00, 0.00
D32042, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 6/12/2012, 0032256053, CREDIT, -249.00, 0.00
D32042, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 7/12/2012, 0045806638, CREDIT, -249.00, 0.00
D32042, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 8/10/2012, 0056708628, CREDIT, -249.00, 0.00
D32042, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 9/11/2012, 0067323321, CREDIT, -249.00, 0.00
D32042, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 10/15/2012, CREDIT LATE CHARGE, CREDIT, -25.00, 224.00
D32042, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 249.00
D32042, 10/17/2012, 0079370154, CREDIT, -249.00, 0.00
D32042, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 11/13/2012, 0089778699, CREDIT, -249.00, 0.00
D32042, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 12/12/2012, 0099810605, CREDIT, -249.00, 0.00
D32042, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 1/14/2013, 0011964437, CREDIT, -249.00, 0.00
D32042, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 2/11/2013, 239715840, CREDIT, -249.00, 0.00
D32042, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 3/11/2013, 244143521, CREDIT, -249.00, 0.00
D32042, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 4/9/2013, 249632401, CREDIT, -249.00, 0.00
D32042, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 5/14/2013, 255163027, CREDIT, -249.00, 0.00
D32042, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 6/10/2013, 259918581, CREDIT, -249.00, 0.00
D32042, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 7/9/2013, 264866811, CREDIT, -249.00, 0.00
D32042, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32042, 8/9/2013, 270203925, CREDIT, -249.00, 0.00

D32043, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 1/13/2012, 1701, CREDIT, -249.00, 0.00
D32043, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 2/10/2012, 1706, CREDIT, -249.00, 0.00
D32043, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D32043, 3/20/2012, 1532, CREDIT, -249.00, 25.00
D32043, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D32043, 4/11/2012, 1533, CREDIT, -249.00, 25.00
D32043, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D32043, 5/8/2012, 1535, CREDIT, -249.00, 25.00
D32043, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 274.00
D32043, 6/4/2012, WAIVE LATE CHARGE, CREDIT, -25.00, 249.00
D32043, 6/11/2012, 1537, CREDIT, -249.00, 0.00
D32043, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 7/9/2012, 1539, CREDIT, -249.00, 0.00
D32043, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 8/13/2012, 1543, CREDIT, -249.00, 0.00
D32043, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 9/6/2012, 1546, CREDIT, -249.00, 0.00
D32043, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 10/5/2012, 1549, CREDIT, -249.00, 0.00
D32043, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 11/8/2012, 1553, CREDIT, -249.00, 0.00
D32043, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 12/5/2012, 1555, CREDIT, -249.00, 0.00
D32043, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 1/7/2013, 1559, CREDIT, -249.00, 0.00
D32043, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 2/8/2013, 1593, CREDIT, -249.00, 0.00
D32043, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 3/12/2013, 1598, CREDIT, -249.00, 0.00
D32043, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 4/8/2013, 1601, CREDIT, -249.00, 0.00
D32043, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 5/10/2013, 1605, CREDIT, -249.00, 0.00
D32043, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 6/12/2013, 1608, CREDIT, -249.00, 0.00
D32043, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 7/9/2013, 1610, CREDIT, -249.00, 0.00
D32043, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32043, 8/7/2013, 1612, CREDIT, -249.00, 0.00

D32044, 12/14/2011, PARKING STICKER, OTHER CHARGE, 10.00, 10.00
D32044, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D32044, 1/17/2012, 01533, CREDIT, -249.00, 10.00
D32044, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D32044, 2/15/2012, 01303, CREDIT, -249.00, 10.00
D32044, 2/15/2012, 01304, CREDIT, -10.00, 0.00
D32044, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 3/15/2012, 01308, CREDIT, -249.00, 0.00
D32044, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 4/16/2012, 01311, CREDIT, -249.00, 0.00
D32044, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 5/14/2012, 01315, CREDIT, -249.00, 0.00
D32044, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D32044, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D32044, 7/16/2012, 01535, CREDIT, -249.00, 274.00
D32044, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 299.00
D32044, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 548.00
D32044, 8/15/2012, F/C, FINANCE CHARGE, 25.00, 573.00
D32044, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 822.00
D32044, 9/17/2012, 01324, CREDIT, -249.00, 573.00
D32044, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 598.00
D32044, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 847.00
D32044, 10/15/2012, F/C, FINANCE CHARGE, 25.00, 872.00
D32044, 10/18/2012, 01540, CREDIT, -249.00, 623.00
D32044, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 872.00
D32044, 11/15/2012, 01544, CREDIT, -300.00, 572.00
D32044, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 597.00
D32044, 11/16/2012, 01545, CREDIT, -249.00, 348.00
D32044, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 597.00
D32044, 12/10/2012, 01552, CREDIT, -348.00, 249.00
D32044, 12/17/2012, 01554, CREDIT, -249.00, 0.00
D32044, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 1/15/2013, F/C, FINANCE CHARGE, 25.00, 274.00
D32044, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D32044, 2/15/2013, F/C, FINANCE CHARGE, 25.00, 548.00
D32044, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 797.00
D32044, 3/15/2013, 01564, CREDIT, -249.00, 548.00
D32044, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 573.00
D32044, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 822.00
D32044, 4/15/2013, 01569, CREDIT, -249.00, 573.00
D32044, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 598.00
D32044, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 847.00
D32044, 5/14/2013, 01571, CREDIT, -598.00, 249.00
D32044, 5/14/2013, 01573, CREDIT, -249.00, 0.00
D32044, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 6/17/2013, 01575, CREDIT, -249.00, 0.00
D32044, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 7/15/2013, 01578, CREDIT, -249.00, 0.00
D32044, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32044, 8/14/2013, 01583, CREDIT, -249.00, 0.00

D32045, 12/29/2011, 1080, CREDIT, -249.00, -249.00
D32045, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 1/27/2012, 1083, CREDIT, -249.00, -249.00
D32045, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 2/24/2012, 1092, CREDIT, -249.00, -249.00
D32045, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 3/28/2012, 2306, CREDIT, -249.00, -249.00
D32045, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 4/27/2012, 1110, CREDIT, -249.00, -249.00
D32045, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 5/24/2012, 1115, CREDIT, -249.00, -249.00
D32045, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 6/6/2012, 1118, CREDIT, -10.00, -10.00
D32045, 6/25/2012, 1122, CREDIT, -249.00, -259.00
D32045, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -10.00
D32045, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 239.00
D32045, 8/6/2012, 1132, CREDIT, -239.00, 0.00
D32045, 8/30/2012, 1138, CREDIT, -249.00, -249.00
D32045, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 9/26/2012, 1147, CREDIT, -249.00, -249.00
D32045, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 10/29/2012, 1152, CREDIT, -249.00, -249.00
D32045, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 11/20/2012, 1157, CREDIT, -249.00, -249.00
D32045, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32045, 1/2/2013, 1165, CREDIT, -249.00, 0.00
D32045, 1/28/2013, 1168, CREDIT, -249.00, -249.00
D32045, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 2/22/2013, 1176, CREDIT, -249.00, -249.00
D32045, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 3/22/2013, 1177, CREDIT, -249.00, -249.00
D32045, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 4/22/2013, 1184, CREDIT, -249.00, -249.00
D32045, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 5/28/2013, 1194, CREDIT, -249.00, -249.00
D32045, 5/28/2013, POOL KEYS, OTHER CHARGE, 10.00, -239.00
D32045, 5/30/2013, 1198, CREDIT, -10.00, -249.00
D32045, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 6/24/2013, 1205, CREDIT, -249.00, -249.00
D32045, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D32045, 7/29/2013, 1208, CREDIT, -249.00, -249.00
D32045, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00

D32046, 11/22/2011, PARKING STICKER, OTHER CHARGE, 10.00, 10.00
D32046, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D32046, 1/5/2012, EFT, CREDIT, -249.00, 10.00
D32046, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D32046, 2/8/2012, EFT, CREDIT, -249.00, 10.00
D32046, 2/21/2012, 1858, CREDIT, -10.00, 0.00
D32046, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D32046, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D32046, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D32046, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D32046, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D32046, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D32046, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D32046, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D32046, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D32046, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D32046, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D32046, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D32046, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D33041, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33041, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D33041, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33041, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D33041, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33041, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D33041, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33041, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D33041, 4/16/2012, ENTRY DOOR KEY, OTHER CHARGE, 5.00, 5.00
D33041, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 5/7/2012, EFT, CREDIT, -249.00, 5.00
D33041, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 6/5/2012, EFT, CREDIT, -249.00, 5.00
D33041, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 7/5/2012, EFT, CREDIT, -249.00, 5.00
D33041, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 8/6/2012, EFT, CREDIT, -249.00, 5.00
D33041, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 9/5/2012, EFT, CREDIT, -249.00, 5.00
D33041, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 10/5/2012, EFT, CREDIT, -249.00, 5.00
D33041, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D33041, 11/5/2012, EFT, CREDIT, -249.00, 5.00
D33041, 11/14/2012, ENTRY DOOR KEY, OTHER CHARGE, 5.00, 10.00
D33041, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 12/6/2012, EFT, CREDIT, -249.00, 10.00
D33041, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 1/7/2013, EFT, CREDIT, -249.00, 10.00
D33041, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 2/5/2013, EFT, CREDIT, -249.00, 10.00
D33041, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 3/5/2013, EFT, CREDIT, -249.00, 10.00
D33041, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 4/5/2013, EFT, CREDIT, -249.00, 10.00
D33041, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 5/6/2013, EFT, CREDIT, -249.00, 10.00
D33041, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 6/5/2013, EFT, CREDIT, -249.00, 10.00
D33041, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 7/5/2013, EFT, CREDIT, -249.00, 10.00
D33041, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D33041, 8/5/2013, EFT, CREDIT, -249.00, 10.00

D33042, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D33042, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D33042, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D33042, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D33042, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D33042, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D33042, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D33042, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D33042, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D33042, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D33042, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D33042, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D33042, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D33042, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D33043, 8/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 268.00
D33043, 8/15/2011, F/C, FINANCE CHARGE, 25.00, 293.00
D33043, 8/25/2011, LEGAL: COURT APPEARANCE, OTHER CHARGE, 240.00, 533.00
D33043, 9/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 801.00
D33043, 9/15/2011, F/C, FINANCE CHARGE, 25.00, 826.00
D33043, 10/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 1094.00
D33043, 10/17/2011, F/C, FINANCE CHARGE, 25.00, 1119.00
D33043, 11/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 1387.00
D33043, 11/15/2011, F/C, FINANCE CHARGE, 25.00, 1412.00
D33043, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 1680.00
D33043, 12/15/2011, 9205311002, CREDIT, -190.22, 1489.78
D33043, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 1514.78
D33043, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1763.78
D33043, 1/10/2012, 9425407523, CREDIT, -345.00, 1418.78
D33043, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 1443.78
D33043, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1692.78
D33043, 2/15/2012, 9025311465, CREDIT, -345.00, 1347.78
D33043, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 1372.78
D33043, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1621.78
D33043, 3/15/2012, 9425407918, CREDIT, -345.00, 1276.78
D33043, 3/15/2012, CREDIT LATE CHARGES, CREDIT, -175.00, 1101.78
D33043, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 1126.78
D33043, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1375.78
D33043, 4/6/2012, 9425408077, CREDIT, -345.00, 1030.78
D33043, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1279.78
D33043, 5/10/2012, 9025312094, CREDIT, -345.00, 934.78
D33043, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1183.78
D33043, 6/6/2012, 1652804030, CREDIT, -345.00, 838.78
D33043, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1087.78
D33043, 7/5/2012, 9425408566, CREDIT, -345.00, 742.78
D33043, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 991.78
